Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
109,CA-2017-119004,23/11/17,28/11/17,Stndrd Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,SOUTH,OFF-AR-10000390,office supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738
110,CA-2015-129476,15/10/15,20/10/15,Stndrd Class,PA-19060,Pete Armstrong,home office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,TECHNOLOGY,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.992
111,CA-2017-146780,25/12/17,12/30/17,Stndrd Class,CV-12805,Cynthia Voltz,corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,$41.96,2,0,10.9096 INR
112,CA-2016-128867,03/11/16,10/11/16,Stndrd Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,office supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.788
113,,11/03/16,10/11/16,Stndrd Class,CL-12565,,consumer,United States,Urbandale,Iowa,50322,nan,OFF-BI-10003981,,,"Avery Durable Plastic 1"" Binders",27.24,6,,
114,CA-2014-115259,08/25/14,27/08/14,Secnd Class,RC-19960,Ryan Crowe,CONSUMER,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348
115,CA-2014-115259,08/25/14,27/08/14,Secnd Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,EAST,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652
116,CA-2014-115259,08/25/14,27/08/14,Secnd Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,OFFICE SUPPLIES,Paper,Xerox 1921,23.976,3,0.2,7.4925
117,CA-2014-115259,08/25/14,27/08/14,Secnd Class,RC-19960,Ryan Crowe,consumer,United States,Columbus,Ohio,43229,EAST,OFF-EN-10002504,office supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316
118,CA-2015-110457,02/03/15,06/03/15,Stndrd Class,DK-13090,Dave Kipp,consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0,165.3813
119,US-2015-136476,05/04/15,10/04/15,Stndrd Class,GG-14650,Greg Guthrie,corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,office supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156
120,CA-2016-103730,06/12/16,06/15/16,Frst Clss,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,east,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0,18.3456
121,CA-2016-103730,12/06/16,15/06/16,Frst Clss,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0,13.878
122,CA-2016-103730,12/06/16,15/06/16,Frst Clss,SC-20725,Steven Cartwright,CONSUMER,United States,Wilmington,Delaware,19805,EAST,OFF-ST-10000777,office supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.4368
123,CA-2016-103730,06/12/16,15/06/16,Frst Clss,SC-20725,Steven Cartwright,CONSUMER,United States,Wilmington,Delaware,19805,east,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.759
124,CA-2016-103730,12/06/16,15/06/16,Frst Clss,SC-20725,Steven Cartwright,CONSUMER,United States,Wilmington,Delaware,19805,east,TEC-PH-10003875,TECHNOLOGY,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0,19.7316
125,US-2014-152030,26/12/14,28/12/14,Secnd Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794
126,US-2014-134614,09/20/14,09/25/14,Stndrd Class,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682
127,US-2017-107272,11/05/17,12/11/17,Stndrd Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,west,OFF-BI-10003274,office supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308
128,US-2017-107272,05/11/17,11/12/17,Stndrd Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",$243.992,7,0.2,30.499 INR
129,,06/11/16,11/10/16,Secnd Class,LS-16975,,home office,United States,Los Angeles,California,90004,,FUR-CH-10001146,nan,,"Global Task Chair, Black",81.424,2,,
130,US-2016-125969,06/11/16,10/11/16,Secnd Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,WEST,FUR-FU-10003773,FURNITURE,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,26.2416
131,,02/02/17,05/02/17,Frst Clss,DW-13585,,corporate,United States,Columbus,Ohio,43229,,TEC-PH-10002293,,,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,,
132,US-2017-164147,02/02/17,05/02/17,Frst Clss,DW-13585,Dorothy Wardle,corporate,United States,Columbus,Ohio,43229,EAST,OFF-PA-10002377,OFFICE SUPPLIES,Paper,Xerox 1916,78.304,2,0.2,29.364
133,US-2017-164147,02/02/17,05/02/17,Frst Clss,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,east,OFF-FA-10002780,Office Supplies,Fasteners,Staples,21.456,9,0.2,6.9732
134,CA-2016-145583,13/10/16,19/10/16,Stndrd Class,LC-16885,Lena Creighton,CONSUMER,United States,Roseville,California,95661,west,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,20.04,3,0,9.6192
135,CA-2016-145583,13/10/16,10/19/16,Stndrd Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,west,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,35.44,1,0,16.6568
136,CA-2016-145583,13/10/16,19/10/16,Stndrd Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.456
137,CA-2016-145583,13/10/16,19/10/16,Stndrd Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-FA-10002988,office supplies,Fasteners,Ideal Clamps,4.02,2,0,1.9698
138,CA-2016-145583,13/10/16,19/10/16,Stndrd Class,LC-16885,Lena Creighton,CONSUMER,United States,Roseville,California,95661,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,0.2,26.6616
139,CA-2016-145583,13/10/16,10/19/16,Stndrd Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,WEST,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6,0,18.4464
140,CA-2016-145583,13/10/16,19/10/16,Stndrd Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0,20.6976
141,CA-2016-110366,05/09/16,07/09/16,Secnd Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
142,CA-2017-106180,18/09/17,23/09/17,Stndrd Class,SH-19975,Sally Hughsby,corporate,United States,San Francisco,California,94122,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,8.82,3,0,2.3814
143,CA-2017-106180,09/18/17,23/09/17,Stndrd Class,SH-19975,Sally Hughsby,corporate,United States,San Francisco,California,94122,west,OFF-EN-10004030,OFFICE SUPPLIES,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0,5.1042
144,CA-2017-106180,09/18/17,23/09/17,Stndrd Class,SH-19975,Sally Hughsby,CORPORATE,United States,San Francisco,California,94122,west,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,143.7,3,0,68.976
145,CA-2017-155376,22/12/17,12/27/17,Stndrd Class,SG-20080,Sandra Glassco,consumer,United States,Independence,Missouri,64055,central,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,0,218.2518
146,CA-2015-110744,09/07/15,09/12/15,Stndrd Class,HA-14920,Helen Andreada,consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,office supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0,20.1579
147,CA-2014-110072,10/22/14,28/10/14,Stndrd Class,MG-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,EAST,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.9096
148,CA-2016-114489,05/12/16,09/12/16,Stndrd Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,0,103.8015
149,CA-2016-114489,05/12/16,09/12/16,Stndrd Class,JE-16165,Justin Ellison,CORPORATE,United States,Franklin,Wisconsin,53132,CENTRAL,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,5.9988
150,CA-2016-114489,12/05/16,09/12/16,Stndrd Class,JE-16165,Justin Ellison,corporate,United States,Franklin,Wisconsin,53132,CENTRAL,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0,585.552
151,CA-2016-114489,05/12/16,09/12/16,Stndrd Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,central,OFF-BI-10002735,office supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,0,80.6285
152,CA-2016-158834,13/03/16,16/03/16,Frst Clss,TW-21025,Tamara Willingham,HOME OFFICE,United States,Scottsdale,Arizona,85254,west,OFF-AP-10000326,office supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.766
153,CA-2016-158834,13/03/16,16/03/16,Frst Clss,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,WEST,TEC-PH-10001254,TECHNOLOGY,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,0.2,15.2388
154,CA-2015-124919,05/31/15,06/02/15,Frst Clss,SP-20650,Stephanie Phelps,CORPORATE,United States,San Jose,California,95123,West,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0,26.271
155,CA-2015-124919,05/31/15,02/06/15,Frst Clss,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,west,OFF-PA-10002254,office supplies,Paper,Xerox 1883,105.52,4,0,48.5392
156,CA-2015-124919,05/31/15,02/06/15,Frst Clss,SP-20650,Stephanie Phelps,corporate,United States,San Jose,California,95123,west,OFF-ST-10001590,office supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0,21.0288
157,CA-2015-118948,05/28/15,03/06/15,Stndrd Class,NK-18490,Neil Knudson,Home Office,United States,Seattle,Washington,98105,west,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,3,0,1.7901
158,CA-2014-104269,03/01/14,03/06/14,Secnd Class,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2,0.2,51.4764
159,CA-2016-114104,11/20/16,11/24/16,Stndrd Class,NP-18670,Nora Paige,consumer,United States,Edmond,Oklahoma,73034,Central,OFF-LA-10002475,OFFICE SUPPLIES,Labels,Avery 519,14.62,2,0,6.8714
160,CA-2016-114104,11/20/16,24/11/16,Stndrd Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,TECHNOLOGY,Phones,Avaya 5420 Digital phone,944.93,7,0,236.2325
161,CA-2016-162733,11/05/16,12/05/16,Frst Clss,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5.98,1,0,2.691
162,CA-2015-119697,12/28/15,31/12/15,Secnd Class,EM-13960,Eric Murdock,consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596
163,CA-2016-154508,11/16/16,20/11/16,Stndrd Class,RD-19900,Ruben Dartt,CONSUMER,United States,Carlsbad,New Mexico,88220,west,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,5,0,13.348
164,CA-2016-113817,11/07/16,11/11/16,Stndrd Class,MJ-17740,Max Jones,CONSUMER,United States,Seattle,Washington,98115,West,OFF-BI-10004002,office supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.688
165,CA-2014-139892,08/09/14,09/12/14,Stndrd Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,3,0.2,2.7324
166,CA-2014-139892,09/08/14,12/09/14,Stndrd Class,BM-11140,Becky Martin,consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8,0.4,-1359.992
167,CA-2014-139892,09/08/14,09/12/14,Stndrd Class,BM-11140,Becky Martin,CONSUMER,United States,San Antonio,Texas,78207,central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,3,0.2,-58.6347
168,CA-2014-139892,08/09/14,09/12/14,Stndrd Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,CENTRAL,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.858
169,CA-2014-139892,08/09/14,12/09/14,Stndrd Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,central,OFF-AR-10002656,office supplies,Art,Sanford Liquid Accent Highlighters,32.064,6,0.2,6.8136
170,CA-2014-139892,08/09/14,09/12/14,Stndrd Class,BM-11140,Becky Martin,consumer,United States,San Antonio,Texas,78207,CENTRAL,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.849
171,CA-2014-139892,08/09/14,12/09/14,Stndrd Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,central,TEC-PH-10003931,technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985
172,CA-2014-118962,08/05/14,08/09/14,Stndrd Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,west,OFF-PA-10000659,office supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",20.94,3,0,9.8418
173,CA-2014-118962,08/05/14,09/08/14,Stndrd Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10001144,OFFICE SUPPLIES,Paper,Xerox 1913,110.96,2,0,53.2608
174,CA-2014-118962,05/08/14,09/08/14,Stndrd Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,west,FUR-CH-10003817,furniture,Chairs,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259
175,US-2014-100853,14/09/14,09/19/14,Stndrd Class,JB-15400,Jennifer Braxton,corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,office supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,0.8,-131.12
176,US-2014-100853,09/14/14,19/09/14,Stndrd Class,JB-15400,Jennifer Braxton,corporate,United States,Chicago,Illinois,60623,central,OFF-LA-10003148,OFFICE SUPPLIES,Labels,Avery 51,20.16,4,0.2,6.552
177,US-2017-152366,04/21/17,04/25/17,Secnd Class,SJ-20500,Shirley Jackson,CONSUMER,United States,Houston,Texas,77036,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,0.8,-243.16
178,US-2015-101511,21/11/15,23/11/15,Secnd Class,JE-15745,Joel Eaton,consumer,United States,Newark,Ohio,43055,EAST,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.802,7,0.3,-11.3372
179,US-2015-101511,11/21/15,23/11/15,Secnd Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,EAST,OFF-SU-10002189,office supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.7715
180,CA-2015-137225,15/12/15,19/12/15,Stndrd Class,JK-15640,Jim Kriz,HOME OFFICE,United States,New York City,New York,10009,East,OFF-AR-10001940,office supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0,1.4104
181,CA-2014-166191,12/05/14,12/09/14,Secnd Class,DK-13150,David Kendrick,corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",$24.816,2,0.2,1.8612 INR
182,CA-2014-166191,05/12/14,09/12/14,Secnd Class,DK-13150,David Kendrick,corporate,United States,Decatur,Illinois,62521,central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395
183,CA-2014-158274,19/11/14,24/11/14,Secnd Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,south,TEC-PH-10003273,technology,Phones,AT&T TR1909W,503.96,4,0,131.0296
184,CA-2014-158274,11/19/14,24/11/14,Secnd Class,RM-19675,Robert Marley,home office,United States,Monroe,Louisiana,71203,south,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,5,0,41.986
185,CA-2014-158274,19/11/14,24/11/14,Secnd Class,RM-19675,Robert Marley,HOME OFFICE,United States,Monroe,Louisiana,71203,south,TEC-AC-10002345,technology,Accessories,HP Standard 104 key PS/2 Keyboard,$29.0,2,0,$7.25
186,CA-2016-105018,28/11/16,02/12/16,Stndrd Class,SK-19990,Sally Knutson,consumer,United States,Fairfield,Connecticut,6824,EAST,OFF-BI-10001890,OFFICE SUPPLIES,Binders,Avery Poly Binder Pockets,7.16,2,0,3.4368
187,CA-2014-123260,26/08/14,08/30/14,Stndrd Class,FM-14290,Frank Merwin,Home Office,United States,Los Angeles,California,90032,WEST,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,0,22.984
188,CA-2016-157000,16/07/16,22/07/16,Stndrd Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,central,OFF-ST-10001328,OFFICE SUPPLIES,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224,3,0.2,3.7224
189,CA-2016-157000,16/07/16,07/22/16,Stndrd Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,OFF-PA-10001950,OFFICE SUPPLIES,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,$20.016,3,0.2,$6.255
190,CA-2015-102281,12/10/15,14/10/15,Frst Clss,MP-17470,Mark Packer,home office,United States,New York City,New York,10035,EAST,FUR-BO-10002613,furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,0.2,112.392
191,CA-2015-102281,10/12/15,14/10/15,Frst Clss,MP-17470,Mark Packer,HOME OFFICE,United States,New York City,New York,10035,east,TEC-PH-10001552,technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0,20.0928
192,CA-2015-102281,10/12/15,14/10/15,Frst Clss,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,OFF-PA-10000061,OFFICE SUPPLIES,Paper,Xerox 205,51.84,8,0,24.8832
193,CA-2015-102281,12/10/15,14/10/15,Frst Clss,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,east,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764
194,CA-2015-102281,12/10/15,14/10/15,Frst Clss,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,east,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.567
195,CA-2015-131457,31/10/15,06/11/15,Stndrd Class,MZ-17515,Mary Zewe,Corporate,United States,Redlands,California,92374,WEST,OFF-EN-10001509,OFFICE SUPPLIES,Envelopes,Poly String Tie Envelopes,14.28,7,0,6.7116
196,CA-2014-140004,03/21/14,25/03/14,Stndrd Class,CB-12025,Cassandra Brandow,consumer,United States,Hamilton,Ohio,45011,east,OFF-AR-10004685,OFFICE SUPPLIES,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038
197,CA-2014-140004,21/03/14,25/03/14,Stndrd Class,CB-12025,Cassandra Brandow,CONSUMER,United States,Hamilton,Ohio,45011,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,3,0.2,1.5876
198,CA-2017-107720,06/11/17,11/13/17,Stndrd Class,VM-21685,Valerie Mitchum,home office,United States,Westfield,New Jersey,7090,EAST,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26,3,0,12.0276
199,US-2017-124303,06/07/17,13/07/17,Stndrd Class,FH-14365,Fred Hopkins,CORPORATE,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000343,OFFICE SUPPLIES,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586
